0.000000 0.000000 179.880000
10.000000 0.000000 179.880000
20.000000 0.000000 179.880000
30.000000 0.000000 179.880000
40.000000 0.000000 179.880000
50.000000 0.000000 179.880000
60.000000 0.000000 179.880000
70.000000 0.000000 179.880000
80.000000 0.000000 179.880000
90.000000 0.000000 179.880000
100.000000 0.000000 179.880000
110.000000 0.000000 179.880000
120.000000 0.000000 179.880000
130.000000 0.000000 179.880000
140.000000 0.000000 179.880000
150.000000 0.000000 179.880000
160.000000 0.000000 179.880000
170.000000 0.000000 179.880000
180.000000 0.000000 179.880000
